latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
33.2452,35.5806,338.7,1.2,1.1,2002-09-18,817,Terra,MODIS,84,6.03,305.8,36.8,D,0
32.4308,35.4686,331.5,1.4,1.2,2002-09-19,1032,Aqua,MODIS,76,6.03,311,25.9,D,0
32.4282,35.4542,351.2,1.4,1.2,2002-09-19,1032,Aqua,MODIS,94,6.03,313,84.4,D,0
31.6799,34.5861,329.4,2.6,1.6,2002-09-21,1020,Aqua,MODIS,69,6.03,302.3,68.8,D,2
31.3152,34.4641,325.5,1.1,1,2002-09-22,1102,Aqua,MODIS,57,6.03,306.8,7.2,D,0
31.812,34.7643,327,1.1,1,2002-09-22,1103,Aqua,MODIS,66,6.03,307.2,12.3,D,0
33.0582,35.5536,321.6,1,1,2002-09-23,835,Terra,MODIS,46,6.03,306.5,7.4,D,0
31.687,34.6291,322.8,1.1,1,2002-09-25,823,Terra,MODIS,50,6.03,306.5,10.1,D,0
33.0531,35.5623,323.5,2.4,1.5,2002-09-27,1122,Aqua,MODIS,37,6.03,307.5,28.6,D,0
31.6754,34.8873,327,1.3,1.1,2002-09-29,1109,Aqua,MODIS,37,6.03,314.6,11.7,D,0
32.9793,35.5451,327.4,1.5,1.2,2002-09-29,1109,Aqua,MODIS,11,6.03,316.1,14.7,D,2
33.0584,35.7927,367.9,1.2,1.1,2002-09-30,841,Terra,MODIS,100,6.03,317.2,117.3,D,0
33.0487,35.7907,333,1.2,1.1,2002-09-30,841,Terra,MODIS,63,6.03,317.3,16.5,D,0
33.0562,35.805,332.9,1.2,1.1,2002-09-30,841,Terra,MODIS,57,6.03,315,18.5,D,0
31.6187,34.6139,334.2,1.1,1.1,2002-09-30,842,Terra,MODIS,78,6.03,312.4,22.3,D,0
31.5755,34.8201,326.2,1,1,2002-10-01,1057,Aqua,MODIS,23,6.03,309.1,8.6,D,0
31.6572,34.719,320.2,1,1,2002-10-10,1050,Aqua,MODIS,37,6.03,304,6.5,D,0
31.5744,34.8257,318.1,1.1,1,2002-10-11,823,Terra,MODIS,43,6.03,302.5,6.5,D,0
33.235,35.588,324.9,1.5,1.2,2002-10-13,810,Terra,MODIS,61,6.03,310.7,16.9,D,0
31.9315,34.7668,320.2,1.3,1.1,2002-10-15,1109,Aqua,MODIS,56,6.03,305.4,9,D,0
32.2414,34.8997,321.9,1.4,1.2,2002-10-15,1109,Aqua,MODIS,62,6.03,304.8,13.3,D,0
31.9625,34.8731,324.6,1,1,2002-10-17,1056,Aqua,MODIS,74,6.03,297.5,14.4,D,2
